Name (Link to Data Catalog - Field Name),Link to Data Catalog,Field Order,Field Name,Field Key,Field ID,Field Type (Airtable),Options (JSON),Field Description,Field Purpose,Business Context,Source (Link To Field Mappings),Target (Link To Field Mappings),Format,Validation,Formula,Formula Dependencies (Link To Data Dictionary),Code Dependencies,Input Methods,Read/Write,Created Date,Belongs To Namespace (Link to Namespaces),Related Form Questions (Link To Form Questions),General Notes,Table ID (From Data Catalog),Base ID (From Data Catalog),Table Name (From Data Catalog),Base/Source Name (From Data Catalog),Options (Text),Field Type (Standardized),For Betafits API?,Record ID,Formatting Rules (Link To Formatting Rules),Rule Sets (Link To Rule Sets),Related Fields (Link To Data Dictionary),Schema Schemer Recommendation,Schemer Priority,Schemer Human Review,Schemer Notes,Field Name (From Data Dictionary),Schemer Reviewer Note,Description For AI,Link To Paperwork Field Types,Last Run,Current/Delete,Max Last Run (From Data Catalog),From field: Related Fields (Link To Data Dictionary),Link to Files,From field: Formula Dependencies (Link To Data Dictionary)
Forms - Intake - Group Data - Entity Legal Name,Forms - Intake - Group Data,0,Entity Legal Name,entity_legal_name,fldc6DhM1gPEje6YN,,,The official legal name of the entity or organization as registered with authorities.,"To uniquely identify and record the legal name of the entity for legal, compliance, and transactional purposes.","Used across employee benefits plans, contracts, legal documents, and compliance reporting to accurately reference the legal entity involved.",,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recjr5I5dGLexJxFm,,,Transformation Engine - Paperwork Fields - Group Legal Name,Approved,High,,"Important legal identifier, text field.",Group Legal Name,,The official legal name of the entity or organization as registered with authorities.,,,,,,,
Forms - Intake - Group Data - State of Formation,Forms - Intake - Group Data,0,State of Formation,state_of_formation,fldDpGTJcZsiE4oNS,,"[{""label"":""Alabama"",""value"":""alabama""},{""label"":""Alaska"",""value"":""alaska""},{""label"":""Arizona"",""value"":""arizona""},{""label"":""Arkansas"",""value"":""arkansas""},{""label"":""California"",""value"":""california""},{""label"":""Colorado"",""value"":""colorado""},{""label"":""Connecticut"",""value"":""connecticut""},{""label"":""Delaware"",""value"":""delaware""},{""label"":""Florida"",""value"":""florida""},{""label"":""Georgia"",""value"":""georgia""},{""label"":""Hawaii"",""value"":""hawaii""},{""label"":""Idaho"",""value"":""idaho""},{""label"":""Illinois"",""value"":""illinois""},{""label"":""Indiana"",""value"":""indiana""},{""label"":""Iowa"",""value"":""iowa""},{""label"":""Kansas"",""value"":""kansas""},{""label"":""Kentucky"",""value"":""kentucky""},{""label"":""Louisiana"",""value"":""louisiana""},{""label"":""Maine"",""value"":""maine""},{""label"":""Maryland"",""value"":""maryland""},{""label"":""Massachusetts"",""value"":""massachusetts""},{""label"":""Michigan"",""value"":""michigan""},{""label"":""Minnesota"",""value"":""minnesota""},{""label"":""Mississippi"",""value"":""mississippi""},{""label"":""Missouri"",""value"":""missouri""},{""label"":""Montana"",""value"":""montana""},{""label"":""Nebraska"",""value"":""nebraska""},{""label"":""Nevada"",""value"":""nevada""},{""label"":""New Hampshire"",""value"":""new_hampshire""},{""label"":""New Jersey"",""value"":""new_jersey""},{""label"":""New Mexico"",""value"":""new_mexico""},{""label"":""New York"",""value"":""new_york""},{""label"":""North Carolina"",""value"":""north_carolina""},{""label"":""North Dakota"",""value"":""north_dakota""},{""label"":""Ohio"",""value"":""ohio""},{""label"":""Oklahoma"",""value"":""oklahoma""},{""label"":""Oregon"",""value"":""oregon""},{""label"":""Pennsylvania"",""value"":""pennsylvania""},{""label"":""Rhode Island"",""value"":""rhode_island""},{""label"":""South Carolina"",""value"":""south_carolina""},{""label"":""South Dakota"",""value"":""south_dakota""},{""label"":""Tennessee"",""value"":""tennessee""},{""label"":""Texas"",""value"":""texas""},{""label"":""Utah"",""value"":""utah""},{""label"":""Vermont"",""value"":""vermont""},{""label"":""Virginia"",""value"":""virginia""},{""label"":""Washington"",""value"":""washington""},{""label"":""West Virginia"",""value"":""west_virginia""},{""label"":""Wisconsin"",""value"":""wisconsin""},{""label"":""Wyoming"",""value"":""wyoming""}]",The U.S. state in which an entity or organization is legally formed or registered.,"To identify the legal jurisdiction of formation for the entity, which is relevant for compliance, taxation, and regulatory purposes.","Used in employee benefits and HR administration to categorize entities based on their state of legal formation for legal, tax, and reporting requirements.",,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming",,,recamD1r7vFbToIdT,,,,Revised,High,,"SingleSelect with many duplicated and irrelevant options (e.g., 'Franklin', 'Nashville'). Clean list required to avoid data quality issues.",,,The U.S. state in which an entity or organization is legally formed or registered.,,,,,,,
Forms - Intake - Group Data - Entity Type,Forms - Intake - Group Data,0,Entity Type,entity_type,fldHNIneV0OT7fabd,,"[{""label"": ""Corporation"", ""value"": ""corporation""},{""label"": ""Limited Liability Company (LLC)"", ""value"": ""limited_liability_company_llc""},{""label"": ""Non-profit Corporation"", ""value"": ""non_profit_corporation""},{""label"": ""Public Benefit Corporation (PBC)"", ""value"": ""public_benefit_corporation_pbc""},{""label"": ""Sole Proprietorship"", ""value"": ""sole_proprietorship""},{""label"": ""General Partnership (GP)"", ""value"": ""general_partnership_gp""},{""label"": ""Limited Partnership (LP)"", ""value"": ""limited_partnership_lp""},{""label"": ""Limited Liability Partnership (LLP)"", ""value"": ""limited_liability_partnership_llp""},{""label"": ""Limited Liability Limited Partnership (LLLP)"", ""value"": ""limited_liability_limited_partnership_lllp""},{""label"": ""Professional Corporation (PC)"", ""value"": ""professional_corporation_pc""},{""label"": ""Professional Limited Liability Company (PLLC)"", ""value"": ""professional_limited_liability_company_pllc""},{""label"": ""Other"", ""value"": ""other""}]",The classification of the business entity according to its legal structure.,"To identify the legal type of entity for compliance, reporting, and benefits eligibility purposes.","Used to determine the entity's legal standing which impacts taxation, regulatory requirements, and benefits administration.",,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Corporation, Limited Liability Company (LLC), Non-profit Corporation, Public Benefit Corporation (PBC), Sole Proprietorship, General Partnership (GP), Limited Partnership (LP), Limited Liability Partnership (LLP), Limited Liability Limited Partnership (LLLP), Professional Corporation (PC), Professional Limited Liability Company (PLLC), Other",,,recljxge0PKvZJKBZ,,,Transformation Engine - Paperwork Fields - Entity Type,Approved,High,,SingleSelect with appropriate entity types. Clear and consistent.,Entity Type,,The classification of the business entity according to its legal structure.,,,,,,,
Forms - Intake - Group Data - Tax Structure,Forms - Intake - Group Data,0,Tax Structure,tax_structure,fldfV2Pi5439EKv2C,,"[{""label"": ""C-Corporation"", ""value"": ""c_corporation""}, {""label"": ""S-Corporation"", ""value"": ""s_corporation""}, {""label"": ""Partnership"", ""value"": ""partnership""}, {""label"": ""Individual/Sole Proprietorship"", ""value"": ""individual_sole_proprietorship""}, {""label"": ""501(c)(3)"", ""value"": ""501_c_3""}, {""label"": ""501(c)(4)"", ""value"": ""501_c_4""}, {""label"": ""501(c)(5)"", ""value"": ""501_c_5""}, {""label"": ""501(c)(6)"", ""value"": ""501_c_6""}]","Specifies the legal tax classification of the entity, defining its tax status and obligations.","To categorize entities based on their tax structure for compliance, reporting, and benefits administration.","Used in employee benefits management to understand the entity type for tax handling, eligibility, and plan compliance.",,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"C-Corporation, S-Corporation, Partnership, Individual/Sole Proprietorship, 501(c)(3), 501(c)(4), 501(c)(5), 501(c)(6)",,,rectAaTQ8eOX4EDHA,,,Transformation Engine - Paperwork Fields - Tax Structure,Approved,High,,SingleSelect with clear tax status options.,Tax Structure,,"Specifies the legal tax classification of the entity, defining its tax status and obligations.",,,,,,,
Forms - Intake - Group Data - NDA Signed by This User?,Forms - Intake - Group Data,0,NDA Signed by This User?,nda_signed_by_this_user,fldtEDcAgQAQo2eme,,"[{""label"": ""Yes"", ""value"": ""yes""}, {""label"": ""No"", ""value"": ""no""}]",Indicates whether the user has signed a Non-Disclosure Agreement (NDA).,To document and verify the user's agreement to confidentiality terms.,Used in employee records to ensure compliance with company confidentiality policies and legal requirements.,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Yes, No",,,recm8DophBVIy0X1o,,,,Approved,High,,"Yes/No SingleSelect, important status field.",,,Indicates whether the user has signed a Non-Disclosure Agreement (NDA).,,,,,,,
Forms - Intake - Group Data - Alternate NDA Signer Name,Forms - Intake - Group Data,0,Alternate NDA Signer Name,alternate_nda_signer_name,fldSKZAKzvYmUvKGY,,,Name of an alternative individual authorized to sign the Non-Disclosure Agreement (NDA) on behalf of the primary signer or entity.,"To identify and record an alternate signer for the NDA, ensuring contract execution continuity if the primary signer is unavailable.",Used in legal and compliance workflows within employee benefits management to track authorized signatories for confidentiality agreements.,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recUnoCU0nlKKqHsy,,,,Approved,Medium,,"Single line text, relevant optional data.",,,Name of an alternative individual authorized to sign the Non-Disclosure Agreement (NDA) on behalf of the primary signer or entity.,,,,,,,
Forms - Intake - Group Data - Alternate NDA Signer Title,Forms - Intake - Group Data,0,Alternate NDA Signer Title,alternate_nda_signer_title,fldjhqGbM6zbyqWwv,,,The job title of an alternate individual authorized to sign the Non-Disclosure Agreement (NDA).,To identify the official title of the alternate individual who may sign NDAs on behalf of the company or primary signer.,Used in contractual and legal documentation processes within employee benefits agreements to ensure proper authorization.,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recqZ3vSlEHFi1mQH,,,,Approved,Medium,,Single line text.,,,The job title of an alternate individual authorized to sign the Non-Disclosure Agreement (NDA).,,,,,,,
Forms - Intake - Group Data - Alternate NDA Signer Email,Forms - Intake - Group Data,0,Alternate NDA Signer Email,alternate_nda_signer_email,fldrf7jcn36UOf0Pc,,,The email address of the alternate person authorized to sign the Non-Disclosure Agreement (NDA).,To identify and contact the alternate signer responsible for legal agreements related to confidentiality.,Used in employee benefits and legal contract management to ensure proper authorization in absence of the primary NDA signer.,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recfAK8XZeGXGyiIW,,,,Approved,High,,Email type field recommended instead of singleLineText for validation and PII protection.,,,The email address of the alternate person authorized to sign the Non-Disclosure Agreement (NDA).,,,,,,,
Forms - Intake - Group Data - EIN,Forms - Intake - Group Data,0,EIN,ein,fldZQlkVlGzm3I8t6,,,Employer Identification Number (EIN) assigned by the IRS to uniquely identify a business entity.,To uniquely identify the employer entity for regulatory and tax reporting purposes.,Used in employee benefits administration to track and verify the legal entity offering benefits.,Forms - Intake - Group Data - EIN >  -  -  -  - EIN - ,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recpTTJmLfn28zJ7t,,,Transformation Engine - Paperwork Fields - EIN,Change/Revise,High,,Single line text storing EIN. Recommend adding pattern validation to ensure EIN format compliance.,EIN,,Employer Identification Number (EIN) assigned by the IRS to uniquely identify a business entity.,,,,,,,
Forms - Intake - Group Data - SIC Code,Forms - Intake - Group Data,,SIC Code,,fld0ye56GQnbuMIn8,,"{""precision"":0}",,,,"Forms - Intake - Group Data - SIC Code >  -  -  -  - SIC Code - ,Forms - Intake - Group Data - SIC Code >  -  -  -  - sic - ",,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recI7FLc9mK1siq4L,,,Transformation Engine - Paperwork Fields - SIC Code,,,,,SIC Code,,,,,,,,,
Forms - Intake - Group Data - NAICS Code,Forms - Intake - Group Data,,NAICS Code,,fldXuSfXdtihHSJnS,,"{""precision"":0}",,,,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recEMELPfjfxabkbA,,,Transformation Engine - Paperwork Fields - NAICS Code,,,,,NAICS Code,,,,,,,,,
Forms - Intake - Group Data - Expected Benefit Offering,Forms - Intake - Group Data,0,Expected Benefit Offering,expected_benefit_offering,fldpmSGfZsnHaE1H9,,"[{""label"": ""Medical"", ""value"": ""medical""}, {""label"": ""Dental"", ""value"": ""dental""}, {""label"": ""Vision"", ""value"": ""vision""}, {""label"": ""401(k)"", ""value"": ""401k""}, {""label"": ""Life"", ""value"": ""life""}, {""label"": ""Disability"", ""value"": ""disability""}, {""label"": ""sdfghjk"", ""value"": ""sdfghjk""}, {""label"": ""`"", ""value"": ""backtick""}]",Specifies which employee benefits are offered or planned to be offered at this time.,To capture the types of benefits employees can expect from the company or plan.,Used by HR and benefits teams to manage and communicate the scope of employee benefit offerings.,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Medical, Dental, Vision, 401(k), Life, Disability, sdfghjk, `",,,recGyXuQnBxesTnPy,,,,Approved,Medium,,"MultipleSelects options include irrelevant or malformed choices (eg 'sdfghjk', '`'). Clean list for clarity.",,,Specifies which employee benefits are offered or planned to be offered at this time.,,,,,,,
